samples	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	callability	purity	ploidy	SLPP	centre	proj_name	sample_type	tissue_type	run	proj_id	miso_id
HILL_2748_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	73.924833	73.924833	70.780648	100	95.7468	70780648	100	9212979165	8821234219	6724.635738	1478.421248	1009.922179	3157016134	89.038	0.10962	0.819772	102.052093	84.671336	73	0.728114	34.1828	34.750309	0.4718	4.2521	0.018264	0.009369	0.21446	72.0087	2.419181	0.991921	0.988395	0.960267	0.910889	0.844339	0.764985	0.681262	33.0546	371.539609	6.845482	6.929873	7.014263	7.110709	7.19751	7.737607	2.099272	10.987838	0.983516	18	0	0	0	74772111	72255034	71699118	151204	138265	46677	2319196	1.08782872647047	124.954845319151	207.26967479901	76.0570014946292	15211196	0	19160141	94.7	0.24	2.4	0.204464872627249	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0108_Bn_P_PE_1_EX
HILL_2753_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	141.814896	141.814896	126.335494	100	89.0848	126335494	100	17682825593	15753082599	12886.15306	2936.519748	1860.152785	5699872614	89.4805	0.105195	0.814411	195.558383	152.870878	127	0.727015	32.1577	34.694579	0.3445	10.9131	0.01674	0.007882	0.18927	68.0551	2.547848	0.994108	0.991904	0.976976	0.953867	0.924458	0.889152	0.848397	61.6155	260.896047	7.164587	7.303975	7.451107	7.605983	7.763956	8.730381	1.94175	11.889436	0.989519	20	0	0	0	143260901	138715025	137930181	87380	76125	126327	4332169	1.16761141198548	124.981814594345	212.919515566948	80.3971166634488	30290260	0	34838804	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0109_Pb_R_PE_1_EX
HILL_2753_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	73.394906	73.394906	69.829261	100	95.1418	69829261	100	9149835447	8705443620	6623.097547	1550.049666	976.688234	3141126947	89.3256	0.106744	0.810348	100.511164	84.245187	72	0.722026	34.2434	34.461793	0.4023	4.8568	0.017827	0.009521	0.198164	73.0806	2.407005	0.992734	0.989422	0.960788	0.9094	0.840262	0.759222	0.674245	32.6542	319.682068	6.766148	6.861994	6.96982	7.065666	7.180681	7.822848	2.022172	11.507672	0.984369	18	0	0	0	74216065	71756695	71273665	137680	126292	51663	2270027	1.09177658538016	124.997722693332	215.516678297278	82.2714327526018	18257239	0	20702682	94.7	0.29	2.9	0.300584808037005	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0109_Bn_P_PE_1_EX
HILL_2878_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	112.510749	112.510749	105.2071	100	93.5085	105207100	100	14025708133	13115196105	10367.179474	2229.083989	1429.44467	4754217217	89.8084	0.101916	0.823036	157.330807	127.508351	110	0.737442	33.8179	35.190531	0.4218	6.4917	0.018238	0.008371	0.209316	70.2971	2.405818	0.993068	0.990589	0.973524	0.946936	0.912161	0.869185	0.819978	55.141	359.759035	6.726537	6.80015	6.892166	6.984183	7.08356	7.613575	2.293359	10.213464	0.987749	19	0	0	0	113687259	109958871	109368249	66921	58576	94061	3567406	1.11469083236324	124.955787068785	207.679724007009	75.2907524293928	23189166	0	27783756	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0110_Pb_R_PE_1_EX
HILL_2878_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	64.531896	64.531896	61.895921	100	95.9152	61895921	100	8042997944	7714547069	5901.777368	1257.051502	884.169074	2753899199	89.007	0.10993	0.824405	89.564514	73.859719	62	0.732039	34.1585	34.934527	0.4651	4.0837	0.018468	0.009095	0.221334	71.4681	2.461991	0.991223	0.986967	0.95119	0.886032	0.800967	0.705522	0.610798	25.9408	338.475162	6.992759	7.08748	7.192726	7.297972	7.411638	8.034694	1.983972	12.270108	0.98162	17	0	0	0	65224600	63064092	62605070	116055	106521	40948	2003505	1.08688141505621	124.941090486168	204.661200445789	74.1175594239152	14906892	0	15702687	93.4	0.11	2.6	0.0688628041823179	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0110_Bn_P_PE_1_EX
HILL_2910_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	116.873765	116.873765	110.159476	100	94.2551	110159476	100	14532822958	13697822546	10919.971011	2125.268361	1487.583586	4892996134	89.764	0.10236	0.837085	165.719891	131.230409	111	0.74974	33.5942	35.773506	0.3723	5.7456	0.017815	0.007838	0.23719	68.2947	2.523662	0.993014	0.990149	0.970978	0.942701	0.906738	0.863782	0.814993	55.3804	424.828176	7.147207	7.223457	7.306061	7.39502	7.494145	7.997395	2.263367	9.684534	0.987027	19	0	0	0	118070955	114284123	113704096	65865	58240	89967	3631000	1.12120398994905	124.594051415173	194.084480918301	67.1641995151795	24256232	0	27609582	96.6	9999	9999	9999	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0111_Bn_P_PE_1_EX
HILL_2945_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	118.374563	118.374563	109.83071	100	92.7824	109830710	100	14545952512	13507880590	10602.625413	2421.009054	1522.318045	4745906383	89.5344	0.104656	0.814106	160.9039	127.285454	109	0.715505	32.0272	34.702539	0.3973	7.1365	0.017352	0.022363	0.190867	71.5772	2.401612	0.993507	0.991092	0.974208	0.947179	0.911933	0.868524	0.818573	54.4865	338.905252	6.924552	7.029618	7.128316	7.239749	7.352456	7.979031	2.015852	11.437012	0.988126	19	0	0	0	119525128	115749152	115057328	65518	55103	91852	3618606	1.08921963705314	125.17533142705	213.452326149125	79.5601360281373	264304040	0	65559494	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0112_Pb_R_PE_1_EX
HILL_2945_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	62.294321	62.294321	60.004171	100	96.3237	60004171	100	7773947504	7488158666	5493.118626	1295.565512	985.263366	2647798228	87.3261	0.126739	0.809158	83.362769	71.014085	61	0.704712	33.9686	33.640882	0.4351	3.6762	0.018624	0.009489	0.199592	74.0417	2.367136	0.99212	0.988247	0.954477	0.890063	0.80225	0.703474	0.604735	23.8658	349.973148	6.773904	6.865509	6.957115	7.058899	7.152541	7.706247	2.00979	11.271775	0.982119	17	0	0	0	63008180	60849073	60425735	123080	112213	49632	1986395	1.07302112709426	125.133124509555	215.951311856526	80.3905740204523	15831816	0	18183165	93.7	0.1	2.5	0.164957680251772	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0112_Bn_P_PE_1_EX
HILL_2980_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	124.306845	124.306845	115.407802	100	92.8411	115407802	100	15259383226	14179136648	11024.455486	2564.968161	1669.959579	4930698827	89.0562	0.109438	0.811253	167.305532	132.241597	109	0.709107	31.7149	34.396176	0.3934	7.0792	0.017034	0.022252	0.191054	71.6521	2.543108	0.993377	0.990886	0.973588	0.945277	0.908321	0.8635	0.813074	54.6691	354.016003	7.417598	7.517857	7.631483	7.758478	7.866758	8.572581	1.911996	11.547499	0.98825	19	0	0	0	125586957	121594367	120863019	74073	61939	92981	3825536	1.09274978150758	125.078192232375	213.934409737111	81.3122680269137	275634359	0	66896830	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0113_Pb_R_PE_1_EX
HILL_2980_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	72.371933	72.371933	69.024462	100	95.3746	69024462	100	9021422796	8604252088	6602.858983	1411.158652	1007.405161	3078351702	88.8332	0.111668	0.823914	100.204027	82.561552	70	0.730159	34.0411	34.845523	0.4823	4.6242	0.017802	0.00914	0.217151	71.4149	2.428281	0.991572	0.987931	0.958871	0.907515	0.837124	0.75494	0.668671	31.6172	331.141376	6.884875	6.97935	7.073825	7.191919	7.291118	7.914654	2.079078	11.055086	0.983476	18	0	0	0	73166939	70775562	70295319	133988	123296	45935	2211454	1.09204724192085	124.958671257178	205.422410408839	74.6628841017877	17318301	0	18338320	94.5	0.55	2.7	0.149093253820737	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0113_Bn_P_PE_1_EX
HILL_3055_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	132.462405	132.462405	121.660568	100	91.8454	121660568	100	16522374486	15175560993	11947.084141	2712.8752	1862.415145	5479306129	88.7279	0.112721	0.814947	181.30721	146.955273	133	0.721041	33.0692	34.425437	0.3423	8.1515	0.017236	0.010367	0.190482	70.6312	2.193362	0.993939	0.99151	0.978442	0.960103	0.937308	0.908614	0.874275	64.9742	332.440364	6.149292	6.225107	6.308143	6.387568	6.469882	6.955098	2.636342	7.089439	0.989798	20	0	0	0	134065581	129540021	128920144	336082	217516	89281	4100197	1.12780815611878	125.102686335059	212.848965527945	75.3090855702216	37225188	0	35274239	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0086_Pb_R_PE_1_EX
HILL_3055_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	46.873012	46.873012	45.623387	100	97.334	45623387	100	5840452717	5686025709	4174.74018	968.990349	696.722188	1998855852	88.0708	0.119292	0.811617	63.355249	53.609417	47	0.711909	34.0861	34.030861	0.5051	2.6441	0.018154	0.017357	0.201862	74.8498	2.330844	0.990121	0.984756	0.936109	0.841575	0.717872	0.589339	0.471267	10.9489	370.82403	6.708935	6.785416	6.877192	6.968968	7.048508	7.550218	2.131276	9.716867	0.977606	16	0	0	0	47447911	45774024	45555016	134890	55187	26075	1512922	1.06253079141857	125.108008332411	213.189661240651	75.8005404048424	16471455	0	19446427	91.3	0.13	4	0.0413957812988472	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0086_Bn_P_PE_1_EX
HILL_3077_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	117.993736	117.993736	110.172666	100	93.3716	110172666	100	14458871720	13510751124	10321.685219	2152.899162	1984.287339	4488527011	86.2763	0.137237	0.827417	156.640393	120.382526	105	0.700362	30.4562	33.986481	0.3851	6.5574	0.018973	0.020099	0.219572	69.1401	2.315049	0.993257	0.990629	0.973375	0.946697	0.911189	0.866649	0.814628	52.9204	346.719275	7.063533	7.15862	7.263215	7.358301	7.476208	8.084762	2.292537	8.899922	0.987321	19	0	0	0	119312754	115231606	114463674	68137	55555	125984	3887027	1.09917122041761	124.880197972768	198.998923349425	72.0793332171812	258304046	0	66476410	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0114_Pb_R_PE_1_EX
HILL_3077_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	60.579716	60.579716	58.32106	100	96.2716	58321060	100	7554336943	7272729880	5430.053366	1217.617516	906.666061	2580058005	87.9981	0.120019	0.816835	82.4057	69.197289	59	0.71704	34.0698	34.221398	0.4629	3.7278	0.018005	0.009122	0.211661	72.8411	2.386113	0.991383	0.987246	0.950881	0.882071	0.790563	0.688116	0.587368	22.6599	341.198979	6.813415	6.912301	7.004594	7.100183	7.19709	7.782491	1.973911	11.514615	0.981766	17	0	0	0	61269075	59241871	58859513	109129	100081	40635	1877440	1.0792605709729	125.013499911237	209.654376163873	77.3614654655896	14926912	0	15086071	93.2	0.1	2.6	0.227622547949051	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0114_Bn_P_PE_1_EX
HILL_3286_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	135.30512	135.30512	114.096752	100	84.3255	114096752	100	16871627236	14228750649	11966.988798	2667.849378	2236.78906	5032533596	86.7423	0.132577	0.817706	181.60928	134.972811	121	0.707212	29.7407	33.768977	0.3162	15.6646	0.017418	0.009016	0.18021	64.1709	2.212669	0.994281	0.991958	0.977855	0.956941	0.929313	0.89397	0.851985	60.1878	168.697214	6.411557	6.57679	6.75671	6.940302	7.156206	8.530943	2.914867	5.859037	0.989818	20	0	0	0	136940066	132154630	131336413	293698	267493	105952	4385786	1.22830738061379	125.063686637388	209.935866622045	74.1586405244169	35927892	0	36974938	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0087_Pb_R_PE_1_EX
HILL_3286_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	49.627178	49.627178	48.187884	100	97.0998	48187884	100	6180772336	6003442812	4457.941131	1011.112594	711.718611	2114938449	88.485	0.11515	0.815121	67.653066	56.722758	50	0.717903	34.0588	34.33852	0.4562	2.8691	0.01842	0.017296	0.206038	74.1803	2.363448	0.990828	0.9857	0.941222	0.854877	0.740266	0.618499	0.50371	13.0944	361.076833	6.792656	6.881697	6.96804	7.05978	7.160153	7.691162	2.289134	8.664298	0.978745	17	0	0	0	50278261	48419478	48163558	175073	65392	36225	1647485	1.06411421246938	125.114875154168	210.430445656185	73.5381155884859	17605588	0	21231210	92	0.16	4.6	0.0686933250713743	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0087_Bn_P_PE_1_EX
HILL_3309_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	157.975256	157.975256	140.799705	100	89.1277	140799705	100	19709630693	17567366547	13849.003873	3225.897726	2634.729094	6079696734	86.6323	0.133677	0.811074	210.170467	163.05778	143	0.700444	30.7494	33.452613	0.2967	10.8691	0.018284	0.012832	0.186421	68.2404	2.233668	0.9949	0.992762	0.980445	0.963714	0.943064	0.917875	0.887701	68.4015	285.261548	6.545748	6.649142	6.756845	6.868856	6.977421	7.628807	2.021236	9.079449	0.990939	20	0	0	0	159932939	154294704	153392644	308617	280411	129861	5199757	1.15887835108754	125.15541379826	210.919669356938	73.4500881915399	50594544	0	49891842	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0088_Pb_R_PE_1_EX
HILL_3309_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	85.295417	85.295417	79.819886	100	93.5805	79819886	100	10646297655	9963231431	7535.98022	1813.662233	1296.655202	3473874142	87.8206	0.121794	0.806018	114.364939	93.169484	82	0.705538	32.5233	33.700096	0.359	6.416	0.017969	0.017511	0.187239	72.615	2.272426	0.993234	0.990142	0.967102	0.928777	0.876189	0.810827	0.736893	38.9729	274.301677	6.622567	6.7341	6.840986	6.957165	7.08264	7.79645	1.984536	9.823877	0.986935	19	0	0	0	86333406	83376331	82871728	164880	150069	54038	2738157	1.10036780667207	125.239746985269	217.745083863505	78.3196286086561	28644616	0	32406374	95.8	0.13	3.1	0.163500374919803	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0088_Bn_P_PE_1_EX
HILL_3573_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	141.430457	141.430457	127.949662	100	90.4683	127949662	100	17384420538	15745136041	12643.439822	2824.773323	1916.207393	5485777911	88.9774	0.110226	0.817382	191.875003	147.128847	127	0.714116	30.9843	34.625418	0.3829	9.4296	0.0179	0.021046	0.189336	69.3973	2.335379	0.993757	0.991529	0.977933	0.957255	0.930495	0.897312	0.858213	62.3889	299.078329	6.803039	6.917323	7.020179	7.134464	7.267034	7.980169	2.29274	9.609155	0.989155	20	0	0	0	142906544	138201411	137336149	82738	69086	119718	4502677	1.11050611555166	125.178262687926	211.198358393259	78.0492596180093	307385078	0	78910832	97.6	9999	9999	9999	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0115_Bn_P_PE_1_EX
HILL_3593_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	156.498273	156.498273	144.237915	100	92.1658	144237915	100	19509193308	17981180256	13685.156218	3122.26101	2701.77608	6168618688	86.1513	0.138487	0.814233	207.683939	165.442672	147	0.699236	31.5182	33.396461	0.2773	7.8323	0.017958	0.013812	0.197343	70.2053	2.205902	0.994953	0.992732	0.980665	0.964341	0.944687	0.920635	0.89181	69.6346	396.618288	6.504064	6.568016	6.640495	6.708711	6.785453	7.215212	2.346486	7.915632	0.991134	21	0	0	0	158362429	152941743	152114410	320642	290110	112099	4987945	1.12526672450163	125.056815260697	209.728696651818	73.2944795125274	49688639	0	51212161	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0089_Pb_R_PE_1_EX
HILL_3593_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	77.181195	77.181195	73.830318	100	95.6584	73830318	100	9622199530	9204674339	6698.878673	1586.366204	1336.954653	3136316137	86.1055	0.138945	0.808531	101.661208	84.116161	75	0.693706	32.4783	33.144979	0.3567	4.3392	0.018759	0.018873	0.196399	73.6958	2.213583	0.993338	0.990058	0.965372	0.921819	0.861216	0.785513	0.702574	33.297	364.963987	6.569026	6.644581	6.728531	6.808284	6.896431	7.379984	2.369132	7.635593	0.986463	19	0	0	0	78134354	75378437	74956955	175830	159248	54076	2526011	1.08063451278797	125.129905174341	214.131045200011	76.4699362821514	27027000	0	30010981	95.6	0.13	6.1	0.227279100872253	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0089_Bn_P_PE_1_EX
HILL_3598_TB	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	146.327054	146.327054	134.360937	100	91.8223	134360937	100	18204055539	16715375138	13574.008297	2719.814166	1910.233076	5972069075	89.5066	0.104934	0.833077	205.997174	160.171201	136	0.743959	32.7315	35.500131	0.4067	8.1777	0.01813	0.007624	0.224522	67.1116	2.464172	0.993281	0.990807	0.97582	0.954837	0.928653	0.897308	0.861277	64.876	367.978251	6.978514	7.074066	7.169618	7.265169	7.375053	7.938808	2.376246	9.753199	0.988461	19	0	0	0	147871073	143022045	142167339	84137	73840	126515	4638376	1.14926688716709	124.7321881812	198.346996793032	71.4758992979519	33397364	0	34270236	97.3	9999	9999	9999	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0116_Bn_P_PE_1_EX
HILL_3630_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.181496	170.181496	152.154325	100	89.4071	152154325	100	21235717253	18986595769	15030.594361	3500.407374	2704.715518	6658893552	87.2634	0.127366	0.811105	228.102113	178.591869	156	0.705702	31.2642	33.697619	0.2523	10.5912	0.01684	0.012606	0.185381	68.7608	2.289639	0.995076	0.992871	0.981386	0.966039	0.94743	0.924752	0.897962	71.6598	318.541345	6.620157	6.703702	6.805813	6.898641	7.004465	7.583711	2.119935	8.360183	0.991296	21	0	0	0	171780705	166415140	165497636	329016	300989	120503	4916046	1.15540987529656	125.169574733405	212.267553281359	74.5549935329643	50037988	0	52397345	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0090_Pb_R_PE_1_EX
HILL_3630_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	73.783062	73.783062	70.547761	100	95.6151	70547761	100	9206032763	8802500671	6487.168632	1523.913169	1194.950962	3028047290	87.0199	0.129801	0.809774	98.448327	81.212385	71	0.702342	32.7835	33.548466	0.3445	4.3833	0.018018	0.018233	0.198952	73.4651	2.320354	0.99289	0.989354	0.961425	0.913357	0.846766	0.766113	0.678929	31.16	346.702314	6.832314	6.916689	7.013118	7.109547	7.215619	7.774908	1.956583	9.909589	0.985202	18	0	0	0	74618627	72112549	71672282	147529	134180	47467	2311082	1.07909666684025	125.214371592939	212.765339253504	75.1841699187743	23990967	0	27137110	95	0.28	2.8	0.375298803622976	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0090_Bn_P_PE_1_EX
HILL_3672_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	148.682389	148.682389	137.569721	100	92.5259	137569721	100	18536162443	17150521220	12945.106378	2886.849972	2704.206093	5831669070	85.4112	0.145888	0.817657	196.45305	156.405665	131	0.696326	31.3689	33.248786	0.2695	7.4753	0.018703	0.012035	0.20559	69.6654	2.48263	0.994697	0.992219	0.977528	0.956894	0.930631	0.89792	0.859743	63.5623	387.777265	7.39039	7.475544	7.572864	7.670183	7.777234	8.341687	2.273239	8.275735	0.990103	20	0	0	0	150396743	145176569	144388606	232570	209357	108151	4879453	1.12303071429353	125.014519719088	205.571636454349	70.6375962405953	43306263	0	44931887	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0091_Pb_R_PE_1_EX
HILL_3672_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	82.527265	82.527265	79.321803	100	96.1159	79321803	100	10291004688	9891295070	7224.16	1607.42971	1459.414978	3402517632	85.8185	0.141815	0.817991	109.632801	91.255699	81	0.699925	32.9659	33.421011	0.3312	3.8841	0.018663	0.011987	0.212829	72.5171	2.225749	0.993409	0.99015	0.966959	0.928624	0.875386	0.809042	0.734542	38.2104	437.286976	6.532901	6.600215	6.663042	6.734844	6.799466	7.165657	2.42192	7.558472	0.986422	19	0	0	0	83545870	80609843	80040870	217361	199103	56716	2661950	1.07874021417058	125.063390447244	207.020402047696	72.6265981420428	22387365	0	25287262	95.7	0.46	2.8	0.242905594382409	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0091_Bn_P_PE_1_EX
HILL_3837_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	122.791921	122.791921	114.732143	100	93.4362	114732143	100	15310816838	14306249630	11097.68195	2427.827037	1785.307851	5018719795	88.3396	0.116604	0.8205	168.416806	134.602324	117	0.722701	32.6828	34.508327	0.3528	6.5612	0.017586	0.013884	0.209285	70.3002	2.32073	0.993547	0.990592	0.973796	0.950245	0.920473	0.88392	0.840662	58.4922	388.152065	6.6859	6.766128	6.846356	6.926585	7.022858	7.488181	2.037746	9.719087	0.988238	19	0	0	0	123901933	120041852	119420231	207063	189024	79693	3573325	1.11110818929793	125.066065825109	204.822792652501	69.5979088577846	35731696	0	38192154	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0092_Pb_R_PE_1_EX
HILL_3837_Tumor	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	59.696971	59.696971	58.235482	100	97.5518	58235482	100	7440703990	7258536692	5401.591889	1140.690877	898.421224	2538831009	87.9256	0.120744	0.825643	81.973772	68.091579	60	0.723919	34.0253	34.56191	0.4551	2.4483	0.018054	0.012361	0.229129	72.3646	2.269719	0.991126	0.986585	0.952074	0.890319	0.804817	0.704317	0.602118	21.6688	519.859226	6.536967	6.595352	6.653737	6.712122	6.770506	7.089677	2.137357	9.234418	0.981269	17	0	0	0	60369414	58365280	57972800	144117	133179	39174	1820843	1.06662019600828	124.991311015727	200.02056061956	67.8561693873643	15337322	0	18074056	93.7	0.23	3.8	0.281781560759496	XYZ	SEQTHNG	Tumour	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0092_Bn_P_PE_1_EX
HILL_3874_Blood	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.407271	170.407271	144.691542	100	84.9093	144691542	100	21218144842	18017147675	15086.764884	3458.530932	2672.849026	6180127138	87.403	0.12597	0.813509	228.954548	165.751329	146	0.708564	29.0255	33.851562	0.3273	15.0861	0.017403	0.014208	0.181472	64.6254	2.210018	0.994144	0.991986	0.979984	0.96399	0.944538	0.920635	0.892098	69.4306	215.886291	6.569032	6.708352	6.852317	7.000926	7.16811	8.148928	1.855741	9.27068	0.990173	20	0	0	0	172325421	166486413	165574291	357010	325743	125133	5356865	1.22394550988051	124.948865989443	208.497481245243	72.6957201797627	58638580	0	61733672	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	PROJECT_SEQTHNG_External	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0093_Pb_R_PE_1_EX
