samples	genome	regions.CG	regions.C	regions.G	regions.relH	regions.GoGe	genome.C	genome.G	genome.CG	genome.relH	genome.GoGe	enrichment.score.relH	enrichment.score.GoGe	numberReadsCG	numberReadsWOCG	count0	count1	count10	count50	count100	maxEstCorReads	maxEstCor	maxTruCorReads	maxTruCor	LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE	ACCUMULATION_LEVEL	WINDOW_SIZE	TOTAL_CLUSTERS	ALIGNED_READS	AT_DROPOUT	GC_DROPOUT	GC_NC_0_19	GC_NC_20_39	GC_NC_40_59	GC_NC_60_79	GC_NC_80_100	SAMPLE	LIBRARY.1	READ_GROUP	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE.1	LIBRARY.2	READ_GROUP.1	total	unmap	methyl	unmeth	PCT_THALIANA	THALIANA_BETA	runid	project	miso_id	centre	sample_type	tissue_type
CMP-02-02-2_cfMeDIP	BSgenome.Hsapiens.UCSC.hg19	295484	2835458	2854096	2.51311868	0.429302231	591650798	592024269	28617896	0.914003014	0.255813117	2.749573733	1.678186935	39062	130	30859650	97135	303	35	10	39062	0.83592765	19531	0.704082588	Unknown Library	557	21885	0	3941	12	30	13	0.001624	14062837	All Reads	100	24134	44327	34.657889	0.258876	0.061754	0.417909	1.325085	3.87945	0.119281	NA	NA	NA	FIRST_OF_PAIR	24134	24134	1	0	22203	0.919988	3233745	17701	2582233	2488845	0	0.010639	0.004636	0.000913	146	21885	0.985678	0	0.498716	0.063079	0	NA	NA	NA	48268	3384	78	0	0.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0012_Ct_T_PE_308_CM	XYZ	Blood	Medip
CMP-02-03-cfDNA-2	BSgenome.Hsapiens.UCSC.hg19	352290	3216500	3217713	2.668913577	0.449298801	591650798	592024269	28617896	0.914003014	0.255813117	2.920027107	1.756355601	43853	172	30849442	107343	336	50	22	43853	0.904554596	21926	0.818818633	Unknown Library	724	27079	0	8164	30	149	12	0.005976	2664774	All Reads	100	31523	54882	34.688835	0.235955	0.029926	0.461518	1.26033	4.079633	0.09634	NA	NA	NA	FIRST_OF_PAIR	31523	31523	1	1	27503	0.872474	3996594	19886	2898901	2790133	0	0.014682	0.005812	0.00149	146	27079	0.984583	0	0.512708	0.102287	0	NA	NA	NA	63046	7440	64	0	0.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0013_Ct_T_PE_313_CM	XYZ	Blood	Medip
CMP-02-04-B_cfMeDIP	BSgenome.Hsapiens.UCSC.hg19	218053	2118192	2107553	2.465636198	0.431967732	591650798	592024269	28617896	0.914003014	0.255813117	2.697623706	1.688606657	29381	129	30884143	72642	248	27	10	29381	0.84817158	14690	0.711220367	Unknown Library	483	17185	0	5469	9	27	10	0.001808	8670174	All Reads	100	20161	34853	31.994416	0.298894	0.047124	0.456013	1.320001	3.546017	0.03034	NA	NA	NA	FIRST_OF_PAIR	20161	20161	1	0	17445	0.865284	2537014	13350	1946748	1876435	0	0.012763	0.005432	0.00132	146	17185	0.985096	0	0.495672	0.089663	0	NA	NA	NA	40322	4986	56	0	0.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0014_Ct_T_PE_309_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_52642_INPUT	BSgenome.Hsapiens.UCSC.hg19	125189	2615552	2618284	0.991112141	0.230902925	591650798	592024269	28617896	0.914003014	0.255813117	1.084364194	0.902623475	41964	6717	30847273	109512	73	3	0	41964	0.592909389	20982	0.324261959	Unknown Library	365	23466	0	4767	1	17	17	0.00074	NA	All Reads	100	26032	47297	4.003432	0.215822	0.332804	0.955801	1.056453	1.009325	0.357744	NA	NA	NA	FIRST_OF_PAIR	26032	26032	1	0	23707	0.910687	3450396	20889	3046967	2964333	0	0.007114	0.003763	0.001009	146	23466	0.989834	0	0.495719	0.065445	0.00023	NA	NA	NA	52064	4402	28	60	0.1	0.318	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0029_Cf_U_PE_314_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92193-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	139691	2925406	2925013	0.985851728	0.231318998	591650798	592024269	28617896	0.914003014	0.255813117	1.078608837	0.904249949	47075	7784	30832859	123926	64	4	0	47075	0.580107596	23537	0.306970111	Unknown Library	396	26184	0	5304	2	19	18	0.000758	342321056	All Reads	100	29034	52764	3.386126	0.181058	0.425421	0.973855	1.033926	1.02972	0.54113	NA	NA	NA	FIRST_OF_PAIR	29034	29034	1	0	26438	0.910588	3848754	23507	3428662	3335245	0	0.006778	0.003842	0.000944	146	26184	0.990393	0	0.497768	0.067959	0.000586	NA	NA	NA	58068	4908	62	52	0.1	0.543	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0041_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92671-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	174069	3550623	3552366	1.014369728	0.236823242	591650798	592024269	28617896	0.914003014	0.255813117	1.109810047	0.92576661	57011	9247	30807541	149244	104	5	1	57011	0.606138617	28505	0.347094703	Unknown Library	566	31880	0	6462	5	17	14	0.000606	169229703	All Reads	100	35394	64326	3.667566	0.155804	0.327676	0.96594	1.046149	0.99991	0.789091	NA	NA	NA	FIRST_OF_PAIR	35394	35394	1	0	32236	0.910776	4691467	28357	4135939	4029790	0	0.007143	0.003763	0.001017	146	31880	0.988956	0	0.500155	0.06918	0.000226	NA	NA	NA	70788	5896	64	66	0.1	0.492	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0030_Cf_U_PE_313_CM	XYZ	Blood	Medip
CMP-01-10-BL_INPUT	BSgenome.Hsapiens.UCSC.hg19	201209	4077687	4071035	1.019970763	0.239104836	591650798	592024269	28617896	0.914003014	0.255813117	1.115938074	0.934685596	65538	10340	30786855	169930	147	7	1	65538	0.613405946	32769	0.343702059	Unknown Library	540	36026	0	4776	4	28	24	0.000827	162005999	All Reads	100	38684	72592	3.213355	0.257445	0.403491	0.978774	1.032009	0.997059	0.786639	NA	NA	NA	FIRST_OF_PAIR	38684	38684	1	0	36370	0.940182	5297082	32251	4704423	4575926	0	0.006559	0.003587	0.000847	146	36026	0.990542	0	0.501402	0.061214	0.000103	NA	NA	NA	77368	4236	20	20	0	0.5	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0017_Ct_T_PE_318_CM	XYZ	Blood	Medip
CMP-01-11-POST_INPUT	BSgenome.Hsapiens.UCSC.hg19	149375	3095617	3085064	0.989733867	0.236061958	591650798	592024269	28617896	0.914003014	0.255813117	1.08285624	0.92279067	50141	8250	30822682	134103	92	5	1	50141	0.603199639	25070	0.33463966	Unknown Library	895	33138	0	14647	3	18	15	0.000581	182844479	All Reads	100	40909	67171	2.209299	0.761054	0.511448	1.000661	1.016249	0.919356	0.472293	NA	NA	NA	FIRST_OF_PAIR	40909	40909	1	0	33709	0.824	4874620	26752	3895522	3793917	0	0.012693	0.006299	0.002539	146	33138	0.983061	0	0.499511	0.172503	0	NA	NA	NA	81818	13752	16	28	0	0.363	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0009_Ct_T_PE_311_CM	XYZ	Blood	Medip
CMP-02-01-cfDNA-2_INPUT	BSgenome.Hsapiens.UCSC.hg19	170912	3532849	3540463	0.993793674	0.234997774	591650798	592024269	28617896	0.914003014	0.255813117	1.087298027	0.918630668	57136	9331	30804804	151981	88	5	2	57136	0.597810813	28568	0.332533795	Unknown Library	705	34527	0	8077	3	29	27	0.000874	297550999	All Reads	100	38918	69759	2.647383	0.605161	0.361021	0.984649	1.031475	0.953662	0.560892	NA	NA	NA	FIRST_OF_PAIR	38918	38918	1	0	34988	0.899018	5077769	29484	4296983	4188292	0	0.009759	0.00509	0.00172	146	34527	0.986824	0	0.505087	0.123642	2.60E-05	NA	NA	NA	77836	7372	18	28	0	0.391	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0011_Ct_T_PE_315_CM	XYZ	Blood	Medip
CMP-02-02-cfDNA-2_INPUT	BSgenome.Hsapiens.UCSC.hg19	147444	3010030	3016916	1.015521967	0.235738678	591650798	592024269	28617896	0.914003014	0.255813117	1.111070698	0.921526937	48236	7598	30829659	127126	79	4	0	48236	0.592074379	24118	0.326311466	Unknown Library	435	26823	0	3987	3	25	24	0.00098	359084270	All Reads	100	29034	54081	3.968782	0.199781	0.364457	0.951909	1.056238	1.038405	0.74307	NA	NA	NA	FIRST_OF_PAIR	29034	29034	1	0	27094	0.933182	3944274	23930	3490263	3393275	0	0.007113	0.003924	0.000956	146	26823	0.989998	0	0.503285	0.069507	0	NA	NA	NA	58068	3552	24	10	0	0.705	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0012_Ct_T_PE_318_CM	XYZ	Blood	Medip
CMP-02-03-cfDNA-2_INPUT	BSgenome.Hsapiens.UCSC.hg19	152414	3131997	3129896	1.002333434	0.236421115	591650798	592024269	28617896	0.914003014	0.255813117	1.096641278	0.924194652	50518	8249	30823576	133209	112	6	0	50518	0.61720137	25259	0.350370357	Unknown Library	621	29948	0	7267	1	25	23	0.000843	223866430	All Reads	100	33892	60517	3.171505	0.586007	0.38222	0.979839	1.0341	0.972771	0.594111	NA	NA	NA	FIRST_OF_PAIR	33892	33892	1	1	30350	0.895492	4407361	25659	3740363	3638794	0	0.009577	0.004865	0.001567	146	29948	0.986755	0	0.497529	0.109532	5.90E-05	NA	NA	NA	67784	6646	24	16	0	0.6	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0013_Ct_T_PE_314_CM	XYZ	Blood	Medip
CMP-02-04-cfDNA-B_INPUT	BSgenome.Hsapiens.UCSC.hg19	223545	4567201	4568251	1.00723468	0.237793056	591650798	592024269	28617896	0.914003014	0.255813117	1.102003674	0.929557712	73734	11835	30763143	193642	168	17	4	73734	0.635435033	36867	0.38448825	Unknown Library	848	43030	0	12144	5	27	25	0.000679	462343169	All Reads	100	49526	86908	3.172014	0.44259	0.420512	0.979357	1.033059	0.982439	0.571909	NA	NA	NA	FIRST_OF_PAIR	49526	49526	1	0	43575	0.879841	6331020	37081	5406062	5261300	0	0.008845	0.004488	0.001438	146	43030	0.987493	0	0.50389	0.100187	4.00E-05	NA	NA	NA	99052	11296	29	26	0	0.527	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0014_Ct_T_PE_310_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_100035-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	428948304	4619152289	4618326826	2.248334433	0.383620718	591650798	592024269	28617896	0.914003014	0.255813117	2.459876388	1.499613166	63383696	393612	10330770	20626015	8026809	712497	36610	63383696	0.960693396	31691848	0.922874874	Unknown Library	11485850	66425898	0	18224086	8250225	28160450	18084	0.447362	54151976	All Reads	100	81280866	144337646	33.411668	0.384752	0.052476	0.409302	1.39782	3.231184	1.126226	NA	NA	NA	FIRST_OF_PAIR	81280866	81280866	1	209	76866703	0.945692	5685472441	63756868	4717009055	4533904048	0	0.008685	0.003436	0.000383	74	66425898	0.86417	0	0.501329	0.009776	2.70E-05	NA	NA	NA	162561732	6738236	213927	8830	0.1	0.96	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0066_Cf_U_PE_330_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97855-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	363812204	3935195257	3932904649	2.240493157	0.381707947	591650798	592024269	28617896	0.914003014	0.255813117	2.45129734	1.492135943	53946986	367729	11189398	19767387	6980604	458839	29655	53946986	0.961172113	26973493	0.923709078	Unknown Library	10588369	62078449	0	17046043	8284294	32198344	22757	0.539395	36592888	All Reads	100	75895655	134745267	33.357659	0.416531	0.046909	0.418007	1.399005	3.128012	1.315794	NA	NA	NA	FIRST_OF_PAIR	75895655	75895655	1	207	71775095	0.945708	5308869377	59256403	4383993397	4222471271	0	0.008446	0.003353	0.000385	74	62078449	0.864902	0	0.502358	0.01142	4.30E-05	NA	NA	NA	151791310	6457674	218719	8732	0.1	0.961	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0067_Cf_U_PE_335_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_88568-NB551056	BSgenome.Hsapiens.UCSC.hg19	838119012	8770105017	8754555790	2.318787668	0.394558582	591650798	592024269	28617896	0.914003014	0.255813117	2.536958448	1.54237041	120082090	665532	10031292	20925493	10666987	2906380	779125	120082090	0.983953007	60041045	0.968139676	Unknown Library	13336231	75503462	0	20265199	8846446	25347566	23077	0.3623	85591681	All Reads	100	92304177	164343155	31.022001	0.463124	0.069378	0.47013	1.356337	3.015931	1.266895	NA	NA	NA	FIRST_OF_PAIR	92304177	92304177	1	218	87560990	0.948614	6476537235	69509041	5142401455	4939662876	0	0.010141	0.003632	0.000411	74	75503462	0.862296	0	0.499945	0.012006	1.70E-05	NA	NA	NA	184608354	6928968	104438	2617	0	0.975	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0063_Cf_U_PE_321_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97396-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	428914445	4732310479	4731167735	2.151188411	0.381963022	591650798	592024269	28617896	0.914003014	0.255813117	2.353590062	1.493133058	66240827	534433	10239467	20717318	8170053	826161	52923	66240827	0.965717263	33120413	0.932689269	Unknown Library	9201383	50927455	0	13975811	5469106	14162403	17827	0.304295	73718456	All Reads	100	62516052	111056293	26.058574	0.655532	0.090217	0.534521	1.366902	2.257819	1.053028	NA	NA	NA	FIRST_OF_PAIR	62516052	62516052	1	216	59212662	0.947159	4379681550	47205755	3492430699	3359205517	0	0.010389	0.003464	0.000395	74	50927455	0.860077	0	0.499981	0.018493	1.00E-05	NA	NA	NA	125032104	4774428	90815	2445	0	0.973	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0068_Cf_U_PE_320_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99005-NB551056	BSgenome.Hsapiens.UCSC.hg19	728614285	7684291059	7680563907	2.30035669	0.391023868	591650798	592024269	28617896	0.914003014	0.255813117	2.516793331	1.528552846	105229142	626069	10626484	20330301	10204991	2387474	506535	105229142	0.981245367	52614571	0.962927501	Unknown Library	11933845	67213430	0	17899007	8379501	25968591	21715	0.41211	62756025	All Reads	100	82129856	146360705	31.450306	0.460812	0.074055	0.449877	1.379657	2.992907	1.188356	NA	NA	NA	FIRST_OF_PAIR	82129856	82129856	1	238	77967176	0.949316	5766725346	63268216	4680747147	4498268467	0	0.009372	0.00354	0.000401	74	67213430	0.862073	0	0.501627	0.012352	8.00E-06	NA	NA	NA	164259712	5965162	92646	2700	0	0.971	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0061_Cf_U_PE_316_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99189-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	584153241	6111213845	6104612176	2.330152228	0.392539828	591650798	592024269	28617896	0.914003014	0.255813117	2.54939228	1.53447889	83286770	557810	9874115	21082670	8959716	1622205	208978	83286770	0.972951796	41643385	0.946668904	Unknown Library	12969298	75874367	0	18884602	8079816	22519916	24368	0.322488	101093671	All Reads	100	91801317	164718032	33.59803	0.409854	0.054024	0.425635	1.376091	3.277327	1.210222	NA	NA	NA	FIRST_OF_PAIR	91801317	91801317	1	218	87713994	0.955476	6488097686	71126155	5262093481	5056543394	0	0.008907	0.003571	0.000384	74	75874367	0.86502	0	0.500867	0.010436	6.00E-06	NA	NA	NA	183602634	5915304	79513	2134	0	0.973	190808_NB551056_0105_AH3KGWBGXC	PROJECT_ZED	PROJECT_ZED_0062_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_47906-NB551051	BSgenome.Hsapiens.UCSC.hg19	491989185	5678095472	5678242198	2.047408632	0.366682327	591650798	592024269	28617896	0.914003014	0.255813117	2.240045821	1.433399239	79833385	887286	7785752	23171033	9874046	1072000	54824	79833385	0.961439802	39916692	0.924329757	Unknown Library	3023932	87296299	0	8458126	2209996	38375566	56991	0.44456	67382275	All Reads	100	93037328	177616530	27.703289	0.6024	0.079914	0.499084	1.392796	2.363298	1.118916	NA	NA	NA	FIRST_OF_PAIR	93037328	93037328	1	250	88991526	0.956514	6582476311	74637285	5521790391	5302025055	0	0.008626	0.003604	0.000388	74	87296299	0.980951	0	0.499614	0.030204	1.20E-05	NA	NA	NA	186074656	5434194	103513	5444	0	0.95	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0052_Cf_U_PE_328_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94166-NB551051	BSgenome.Hsapiens.UCSC.hg19	334704089	3864266556	3855857600	2.06106009	0.364790332	591650798	592024269	28617896	0.914003014	0.255813117	2.254981721	1.426003232	53951545	455562	10599467	20357318	7431092	301651	16961	53951545	0.954253398	26975772	0.910465577	Unknown Library	1969457	51047699	0	5794195	1423611	18319055	29009	0.36575	52876180	All Reads	100	54929525	104064855	27.317688	0.632922	0.060377	0.49138	1.410519	2.270589	1.088424	NA	NA	NA	FIRST_OF_PAIR	54929525	54929525	1	177	52124464	0.948933	3855291027	42436040	3139498845	3011290705	0	0.009358	0.003679	0.000398	74	51047699	0.979342	0	0.50167	0.014879	1.20E-05	NA	NA	NA	109859050	3824738	71338	3104	0	0.958	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0053_Cf_U_PE_334_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94762-1-NB551051	BSgenome.Hsapiens.UCSC.hg19	480143685	5299725183	5298577040	2.179578231	0.376666831	591650798	592024269	28617896	0.914003014	0.255813117	2.384651032	1.472429698	73186719	493817	10300147	20656638	8782823	1092256	73129	73186719	0.965862195	36593359	0.932953003	Unknown Library	2822258	75937309	0	8191002	2070789	31131065	45697	0.415864	65090105	All Reads	100	81443939	154696876	31.995947	0.52697	0.060328	0.423295	1.430545	2.763042	1.223593	NA	NA	NA	FIRST_OF_PAIR	81443939	81443939	1	278	77486424	0.951408	5731225257	65248525	4827127397	4628849978	0	0.008694	0.003754	0.000402	74	75937309	0.980008	0	0.500127	0.014607	1.10E-05	NA	NA	NA	162887878	5368744	89119	2419	0	0.973	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0054_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_95612-NB551051	BSgenome.Hsapiens.UCSC.hg19	514782346	5753401479	5745264135	2.141362773	0.37438838	591650798	592024269	28617896	0.914003014	0.255813117	2.342839947	1.463522998	79866917	551188	9940721	21016064	9330296	1306376	102850	79866917	0.969892812	39933458	0.940796481	Unknown Library	2590863	69280406	0	7322443	1791864	22211341	35556	0.327411	83526859	All Reads	100	74237059	141151675	30.246725	0.632558	0.060041	0.4481	1.435344	2.464188	1.186656	NA	NA	NA	FIRST_OF_PAIR	74237059	74237059	1	256	70678493	0.952065	5227618793	58511805	4328642200	4141858683	0	0.009184	0.004007	0.000426	74	69280406	0.980219	0	0.500309	0.012976	9.00E-06	NA	NA	NA	148474118	4731580	111656	3281	0	0.971	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0055_Cf_U_PE_318_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97795-NB551051	BSgenome.Hsapiens.UCSC.hg19	558047385	6246777201	6246202819	2.138356423	0.37324153	591650798	592024269	28617896	0.914003014	0.255813117	2.339550734	1.459039842	86701078	733559	8873171	22083614	9888857	1546552	131002	86701078	0.968303147	43350539	0.937688407	Unknown Library	2811762	81527379	0	7615688	1942032	27675517	42658	0.345417	91083858	All Reads	100	86741104	165866520	30.598574	0.612233	0.065853	0.451351	1.422904	2.553321	1.163742	NA	NA	NA	FIRST_OF_PAIR	86741104	86741104	1	317	83049890	0.957446	6142969205	69687436	5155420122	4938195390	0	0.008585	0.003888	0.000401	74	81527379	0.981668	0	0.499986	0.011553	7.00E-06	NA	NA	NA	173482208	4803926	117100	4236	0	0.965	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0057_Cf_U_PE_316_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_98100-1-NB551051	BSgenome.Hsapiens.UCSC.hg19	480049203	5415368584	5414947469	2.103616896	0.373579113	591650798	592024269	28617896	0.914003014	0.255813117	2.301542625	1.46035949	75814559	686780	9257132	21699653	9127458	1110057	70092	75814559	0.96486057	37907279	0.930888739	Unknown Library	2992357	75580182	0	8059643	2217081	28381205	42980	0.382604	73496218	All Reads	100	81106182	154152721	27.437573	0.72279	0.083188	0.502932	1.407189	2.180451	1.184354	NA	NA	NA	FIRST_OF_PAIR	81106182	81106182	1	246	77237157	0.952297	5712758828	63257765	4679811689	4487228171	0	0.009675	0.003783	0.000414	74	75580182	0.978547	0	0.501359	0.014905	8.00E-06	NA	NA	NA	162212364	5067286	73312	2620	0	0.965	190808_NB551051_0130_AH2CVCBGXC	PROJECT_ZED	PROJECT_ZED_0058_Cf_U_PE_322_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_100035-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	198359	4098009	4098065	1.006045432	0.232881225	591650798	592024269	28617896	0.914003014	0.255813117	1.100702532	0.910356855	65504	10274	30785855	170930	99	6	2	65504	0.608679827	32752	0.344130248	Unknown Library	627	39207	0	14605	4	11	9	0.000329	384107738	All Reads	100	46823	79041	4.048119	0.117563	0.316896	0.942693	1.065209	1.054176	0.588682	NA	NA	NA	FIRST_OF_PAIR	46823	46823	1	0	39614	0.846037	5762327	34747	5067381	4933686	0	0.007395	0.003969	0.001109	146	39207	0.989726	0	0.503256	0.078337	0.000384	NA	NA	NA	93646	13978	18	90	0.1	0.166	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0066_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_100035-1-M00753	BSgenome.Hsapiens.UCSC.hg19	363344	3739127	3746845	2.339612217	0.402769116	591650798	592024269	28617896	0.914003014	0.255813117	2.559742343	1.574466238	51595	265	30825890	130895	238	27	10	51595	0.790264792	25797	0.619864082	Unknown Library	799	31382	0	7365	15	36	7	0.001369	16961792	All Reads	100	35464	63563	34.761799	0.410403	0.02584	0.396498	1.409364	3.272671	0.083185	NA	NA	NA	FIRST_OF_PAIR	35464	35464	1	0	31852	0.89815	4636467	25898	3777481	3638934	0	0.010729	0.004889	0.001043	146	31382	0.985244	0	0.503359	0.06788	2.80E-05	NA	NA	NA	70928	6566	76	4	0.1	0.95	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0066_Cf_U_PE_330_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97855-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	174647	3571215	3579774	1.018202319	0.234323892	591650798	592024269	28617896	0.914003014	0.255813117	1.11400324	0.91599639	56985	8947	30808046	148739	80	5	0	56985	0.597616524	28492	0.32914752	Unknown Library	583	33756	0	14665	5	3	1	0.000162	284838757	All Reads	100	41380	68095	4.813078	0.111956	0.398002	0.927622	1.071766	1.127439	0.729927	NA	NA	NA	FIRST_OF_PAIR	41380	41380	1	1	34121	0.824577	4966194	30070	4385612	4265522	0	0.007278	0.003969	0.001024	146	33756	0.989303	0	0.4943	0.070751	0.000459	NA	NA	NA	82760	14082	22	74	0.1	0.229	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0067_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_47906_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	210002	4573933	4580939	0.936710968	0.224696832	591650798	592024269	28617896	0.914003014	0.255813117	1.024844506	0.878363215	74482	12625	30761141	195644	107	4	0	74482	0.579833003	37241	0.301733547	Unknown Library	686	43545	0	10934	6	7	7	0.000228	NA	All Reads	100	49355	87776	1.718235	1.34096	0.46157	1.0098	1.011337	0.885491	0.325291	NA	NA	NA	FIRST_OF_PAIR	49355	49355	1	0	43981	0.891115	6403423	39323	5735633	5586543	0	0.006517	0.003661	0.000907	146	43545	0.990087	0	0.504218	0.072918	6.10E-05	NA	NA	NA	98710	10248	12	24	0	0.333	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0052_Cf_U_PE_330_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_47906-M00753	BSgenome.Hsapiens.UCSC.hg19	390894	4199830	4220784	2.183267481	0.394808254	591650798	592024269	28617896	0.914003014	0.255813117	2.388687397	1.543346403	59482	509	30806303	150482	334	36	12	59482	0.808786763	29741	0.650087593	Unknown Library	893	35145	0	6149	28	38	4	0.001461	18148429	All Reads	100	38666	71183	29.265034	0.627595	0.098064	0.481919	1.40475	2.438794	0.044568	NA	NA	NA	FIRST_OF_PAIR	38666	38666	1	0	35644	0.921843	5193136	29478	4300219	4146475	0	0.009613	0.004463	0.000803	146	35145	0.986	0	0.495904	0.063764	0	NA	NA	NA	77332	5256	43	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0052_Cf_U_PE_328_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_88568_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	232879	4847388	4846165	0.990912146	0.232980473	591650798	592024269	28617896	0.914003014	0.255813117	1.084145381	0.910744828	78078	12758	30754239	202546	154	12	1	78078	0.623797939	39039	0.357693435	Unknown Library	716	45226	0	11674	5	7	5	0.000208	511219638	All Reads	100	51421	91168	2.743541	0.343844	0.406862	0.986222	1.02314	1.012352	0.579976	NA	NA	NA	FIRST_OF_PAIR	51421	51421	1	1	45734	0.889403	6660579	40387	5891087	5733260	0	0.006951	0.003633	0.000867	146	45226	0.988892	0	0.500481	0.059762	0.000214	NA	NA	NA	102842	10958	16	52	0	0.235	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0063_Cf_U_PE_328_CM	XYZ	Blood	Medip
