samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	centre	proj_name	sample_type	tissue_type	rin	dv200	run	miso_id	proj_id
INS-E-001-AT	70.549197	99.9	1.741	564.317312	95.4	9.8815	15.0627	53.8863	21.1695	98.0947	24.9442	23.7984	0.630918	0.114542	5.2	XYZ	QUINOA	Tumour	empty	9999	9999	171113_NB551051_0033_AHKMW5AFXX	PROJECT_QUINOA_0069_nn_P_PE_259_WT	PROJECT_QUINOA
INS-E-023-C2T	67.047255	99.9	2.511	536.323136	94.4	31.6113	24.3756	23.3469	20.6662	99.2789	55.9869	52.8737	0.499949	0.480679	4.6	XYZ	QUINOA	Tumour	empty	9999	9999	171113_NB551051_0033_AHKMW5AFXX	PROJECT_QUINOA_0041_nn_M_PE_291_WT	PROJECT_QUINOA
INS-E-026-ST	79.242186	99.9	2.623	633.911712	94.1	32.7237	23.9865	21.4899	21.7999	99.3605	56.7102	53.4144	0.513607	0.362465	1.8	XYZ	QUINOA	Tumour	Fresh	9999	9999	171113_NB551051_0033_AHKMW5AFXX	PROJECT_QUINOA_0042_nn_M_PE_320_WT	PROJECT_QUINOA
INS-C-003-AT	194.751052	99.9	2.504	1557.720272	95.5	11.6414	16.4099	51.0204	20.9283	98.3187	28.0513	26.7997	0.608213	0.168403	6	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551056_0029_AHKF22BGX3	PROJECT_QUINOA_0062_Ov_P_PE_278_WT	PROJECT_QUINOA
INS-C-004-AT	190.295876	99.9	2.405	1522.215104	96	9.5697	13.3292	57.6388	19.4623	97.6262	22.8989	21.9898	0.619077	0.144784	4.3	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551056_0029_AHKF22BGX3	PROJECT_QUINOA_0063_Ov_P_PE_275_WT	PROJECT_QUINOA
INS-C-005-AT	174.682629	99.9	2.301	1397.265624	95.6	12.4833	17.4112	49.4919	20.6135	98.2645	29.8946	28.6064	0.56285	0.251926	9.3	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551056_0029_AHKF22BGX3	PROJECT_QUINOA_0064_Ov_P_PE_269_WT	PROJECT_QUINOA
INS-C-007-AT	188.028725	99.9	2.226	1504.139864	96.1	10.7339	12.3115	60.0072	16.9474	98.1746	23.0454	22.1678	0.615109	0.134406	3.1	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551056_0029_AHKF22BGX3	PROJECT_QUINOA_0065_Ov_P_PE_281_WT	PROJECT_QUINOA
INS-D-001-AT	175.401165	99.9	2.665	1403.09512	96	8.7719	11.878	62.6606	16.6894	97.5119	20.65	19.8333	0.653801	0.123359	3	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551056_0029_AHKF22BGX3	PROJECT_QUINOA_0068_Sk_P_PE_261_WT	PROJECT_QUINOA
INS-A-003-AT	166.368572	99.8	127.533	1328.721408	76.8	2.2046	53.571	4.0904	40.134	98.7252	55.7756	42.8886	0.970925	0.86125	70.7	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551051_0032_AHV5FTBGX3	PROJECT_QUINOA_0059_Oc_P_PE_246_WT	PROJECT_QUINOA
INS-B-003-AT	216.226081	99.9	7.539	1729.492896	92.5	10.2323	16.0824	46.2823	27.403	98.543	26.3147	24.361	0.645528	0.146965	6	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551051_0032_AHV5FTBGX3	PROJECT_QUINOA_0060_Br_P_PE_296_WT	PROJECT_QUINOA
INS-C-001-AT	199.121916	99.9	4.965	1592.79756	91.1	8.8257	12.7055	58.851	19.6178	97.8195	21.5311	19.6153	0.69655	0.137462	2.8	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551051_0032_AHV5FTBGX3	PROJECT_QUINOA_0078_Ov_P_PE_279_WT	PROJECT_QUINOA
INS-C-002-AT	194.054885	99.9	2.563	1552.306832	94.1	10.5152	12.8545	62.1341	14.4962	98.6053	23.3697	22.0019	0.547727	0.195771	3.1	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551051_0032_AHV5FTBGX3	PROJECT_QUINOA_0061_Ov_P_PE_302_WT	PROJECT_QUINOA
INS-C-008-AT	171.042549	99.9	22.867	1367.459712	90.9	7.1829	24.1374	51.2865	17.3932	98.3569	31.3203	28.4924	0.914526	0.07633	18.1	XYZ	QUINOA	Tumour	empty	9999	9999	171102_NB551051_0032_AHV5FTBGX3	PROJECT_QUINOA_0066_Ov_P_PE_250_WT	PROJECT_QUINOA
INS-A-010-AT	191.582097	99.9	2.138	1532.579744	95.2	14.1277	18.5689	50.0167	17.2866	98.7859	32.6967	31.1297	0.663679	0.095698	2.8	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551056_0028_AHJHHLBGX3	PROJECT_QUINOA_0075_Oc_P_PE_310_WT	PROJECT_QUINOA
INS-A-010-ST	181.008018	99.9	3.444	1447.610432	95.9	28.6157	24.3849	25.1869	21.8125	99.3621	53.0005	50.8576	0.497561	0.704072	7	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551056_0028_AHJHHLBGX3	PROJECT_QUINOA_0075_Oc_M_PE_318_WT	PROJECT_QUINOA
INS-A-011-AT	171.454773	99.9	2.823	1371.45024	94.3	8.3634	15.1989	54.8281	21.6096	98.887	23.5623	22.2354	0.723663	0.135027	5.1	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551056_0028_AHJHHLBGX3	PROJECT_QUINOA_0057_Oc_P_PE_278_WT	PROJECT_QUINOA
INS-B-019-AT	227.089679	99.9	2.274	1816.611688	95.3	10.4274	13.6599	56.0743	19.8384	98.6437	24.0873	22.9577	0.613322	0.122912	3.5	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551056_0028_AHJHHLBGX3	PROJECT_QUINOA_0067_Br_P_PE_309_WT	PROJECT_QUINOA
INS-C-025-AT	197.85073	99.9	1.943	1582.644784	94.7	10.8552	13.2924	53.6135	22.2389	97.9382	24.1476	22.8792	0.558272	0.25433	4	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551056_0028_AHJHHLBGX3	PROJECT_QUINOA_0058_Ov_P_PE_301_WT	PROJECT_QUINOA
RED_986	94.407871	99.9	6.191	754.677568	93.1	29.1849	44.2952	11.5234	14.9965	99.5195	73.4801	68.4827	0.59949	0.476214	32.1	XYZ	PEBBLE	Tumour	Fresh	9999	9999	171024_NB551051_0031_AHKCWHBGX3	PROJECT_PEBBLE_0026_Bn_P_PE_277_WT	PROJECT_PEBBLE
INS-A-008-AT	191.839548	99.9	2.049	1534.544928	94.8	10.3974	13.3721	58.6041	17.6264	97.8514	23.7695	22.5366	0.588557	0.229599	5.2	XYZ	QUINOA	Tumour	empty	9999	9999	171024_NB551051_0031_AHKCWHBGX3	PROJECT_QUINOA_0054_Oc_P_PE_262_WT	PROJECT_QUINOA
INS-B-014-AT	149.966425	99.9	11.045	1199.351136	86.9	8.009	26.4488	47.4784	18.0639	98.7867	34.4578	29.9707	0.827351	0.127233	6.8	XYZ	QUINOA	Tumour	FFPE	9999	9999	171024_NB551051_0031_AHKCWHBGX3	PROJECT_QUINOA_0053_Br_P_PE_232_WT	PROJECT_QUINOA
INS-C-021-AT	171.773249	99.9	2.049	1374.055536	93.9	8.554	10.9414	59.4015	21.1031	96.901	19.4954	18.313	0.589199	0.145586	2.4	XYZ	QUINOA	Tumour	FFPE	9999	9999	171024_NB551051_0031_AHKCWHBGX3	PROJECT_QUINOA_0034_Ov_P_PE_271_WT	PROJECT_QUINOA
INS-D-008-AT	152.78279	99.9	4.294	1221.852144	92.1	6.4077	18.8728	57.2388	17.4807	98.3468	25.2805	23.3005	0.813155	0.088039	7.8	XYZ	QUINOA	Tumour	FFPE	9999	9999	171024_NB551051_0031_AHKCWHBGX3	PROJECT_QUINOA_0050_Sk_P_PE_249_WT	PROJECT_QUINOA
INS-B-016-AT	209.491416	99.9	2.536	1675.710304	91.6	10.7093	15.5816	56.4024	17.3067	98.1116	26.2909	24.0844	0.633174	0.262853	3.9	XYZ	QUINOA	Tumour	empty	9999	9999	171013_NB551056_0027_AHKCYGBGX3	PROJECT_QUINOA_0080_Br_P_PE_269_WT	PROJECT_QUINOA
INS-B-018-AT	204.474457	99.9	2.158	1635.602544	94.6	15.4612	16.3772	49.513	18.6485	98.4129	31.8385	30.1362	0.570974	0.347323	6.4	XYZ	QUINOA	Tumour	empty	9999	9999	171013_NB551056_0027_AHKCYGBGX3	PROJECT_QUINOA_0056_Br_P_PE_286_WT	PROJECT_QUINOA
INS-C-024-AT	203.550396	99.9	3.5	1627.776056	91.1	3.7616	19.5605	55.9303	20.7477	96.0629	23.3221	21.2614	0.798752	0.135276	8.7	XYZ	QUINOA	Tumour	empty	9999	9999	171013_NB551056_0027_AHKCYGBGX3	PROJECT_QUINOA_0079_Ov_P_PE_257_WT	PROJECT_QUINOA
INS-E-027-AT	174.879499	99.9	2.897	1398.850224	91.7	13.0294	15.5347	58.0727	13.3633	98.4513	28.564	26.2078	0.642484	0.191207	5.2	XYZ	QUINOA	Tumour	empty	9999	9999	171013_NB551056_0027_AHKCYGBGX3	PROJECT_QUINOA_0051_nn_P_PE_260_WT	PROJECT_QUINOA
PROJECT_SQUID-01-0202-TS	175.473325	99.9	1.789	1403.651072	95.8	8.8155	12.7287	59.5161	18.9397	98.0215	21.5442	20.6468	0.59694	0.133496	2.4	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	171013_NB551056_0027_AHKCYGBGX3	PROJECT_SQUID_010202_Ov_P_PE_272_WT	PROJECT_SQUID
RED_1143	108.24357	99.9	3.837	865.478464	95.5	32.6913	36.5087	13.786	17.0139	99.5431	69.2001	66.0961	0.435786	0.511392	12.2	XYZ	PEBBLE	Tumour	Fresh	9999	9999	171013_NB551051_0030_AHJMFLBGX3	PROJECT_PEBBLE_0030_Bn_P_PE_312_WT	PROJECT_PEBBLE
GEN-00000-039-A	176.142322	99.9	3.001	1408.66944	93.9	17.4873	23.8962	40.1211	18.4954	99.1397	41.3835	38.8883	0.571354	0.235294	11.9	XYZ	GNATS	Tumour	FFPE	9999	9999	171013_NB551051_0030_AHJMFLBGX3	PROJECT_GNATS_0001_Lv_P_PE_249_WT	PROJECT_GNATS
GEN-00000-039-B	187.656374	99.9	2.25	1501.03456	94.4	13.5979	17.1601	49.4384	19.8037	98.4868	30.758	29.0627	0.579192	0.192452	6.2	XYZ	GNATS	Tumour	FFPE	9999	9999	171013_NB551051_0030_AHJMFLBGX3	PROJECT_GNATS_0001_Lu_M_PE_278_WT	PROJECT_GNATS
GEN-00000-039-C	168.459319	99.9	2.527	1347.474816	94.1	17.3581	18.5844	48.6771	15.3803	99.0924	35.9425	33.8238	0.573881	0.248697	6.3	XYZ	GNATS	Tumour	FFPE	9999	9999	171013_NB551051_0030_AHJMFLBGX3	PROJECT_GNATS_0001_Bn_M_PE_274_WT	PROJECT_GNATS
PROJECT_SQUID-01-0247-TS	113.421105	99.3	202.923	901.565376	71.9	0.0439	80.4317	2.6026	16.9218	51.358	80.4756	57.9361	3.504026	9999	74.7	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	171013_NB551051_0030_AHJMFLBGX3	PROJECT_SQUID_010247_Pr_P_PE_201_WT	PROJECT_SQUID
INS-E-006-AT	176.023592	99.9	1.815	1407.968608	95	9.1243	13.3291	57.3975	20.1491	97.6436	22.4534	21.3325	0.515828	0.254393	5.1	XYZ	QUINOA	Tumour	empty	9999	9999	171004_NB551056_0026_AHKCYLBGX3	PROJECT_QUINOA_0074_nn_P_PE_302_WT	PROJECT_QUINOA
INS-E-029-AT	158.030075	99.9	2.732	1263.281968	94.8	5.054	32.3201	44.5523	18.0737	98.6135	37.3741	35.4642	0.685025	0.158722	31.7	XYZ	QUINOA	Tumour	empty	9999	9999	171004_NB551056_0026_AHKCYLBGX3	PROJECT_QUINOA_0044_nn_P_PE_283_WT	PROJECT_QUINOA
INS-E-030-AT	164.220304	99.9	2.073	1313.09944	94.1	9.672	22.6182	48.8071	18.9028	98.172	32.2901	30.3975	0.510075	0.280027	18	XYZ	QUINOA	Tumour	FFPE	9999	9999	171004_NB551056_0026_AHKCYLBGX3	PROJECT_QUINOA_0045_nn_P_PE_296_WT	PROJECT_QUINOA
INS-E-031-AT	146.419082	99.9	2.387	1170.621024	92.9	14.1894	25.2847	40.362	20.1639	98.4999	39.4741	36.7082	0.519809	0.254235	15.8	XYZ	QUINOA	Tumour	FFPE	9999	9999	171004_NB551056_0026_AHKCYLBGX3	PROJECT_QUINOA_0046_nn_P_PE_265_WT	PROJECT_QUINOA
INS-E-032-AT	170.357787	99.9	1.828	1362.567008	94.3	7.8697	13.6778	60.6012	17.8513	97.4014	21.5475	20.3309	0.557215	0.29297	5	XYZ	QUINOA	Tumour	empty	9999	9999	171004_NB551056_0026_AHKCYLBGX3	PROJECT_QUINOA_0047_nn_P_PE_289_WT	PROJECT_QUINOA
INS-E-005-AT	171.746303	99.9	1.931	1373.774528	95.3	7.2136	11.8239	64.9234	16.0391	97.0467	19.0374	18.1427	0.544245	0.239492	3.1	XYZ	QUINOA	Tumour	empty	9999	9999	171004_NB551051_0029_AHJMFCBGX3	PROJECT_QUINOA_0073_nn_P_PE_294_WT	PROJECT_QUINOA
INS-E-022-AT	189.47664	99.9	2.124	1515.604784	94.3	14.7527	16.3792	48.0441	20.8239	98.3763	31.1319	29.371	0.51647	0.280628	4	XYZ	QUINOA	Tumour	FFPE	9999	9999	171004_NB551051_0029_AHJMFCBGX3	PROJECT_QUINOA_0048_nn_P_PE_311_WT	PROJECT_QUINOA
INS-E-025-AT	178.128277	99.9	2.238	1424.468896	94.2	10.2541	24.9304	47.558	17.2575	98.7035	35.1845	33.1683	0.537081	0.199517	19.7	XYZ	QUINOA	Tumour	FFPE	9999	9999	171004_NB551051_0029_AHJMFCBGX3	PROJECT_QUINOA_0049_nn_P_PE_322_WT	PROJECT_QUINOA
INS-E-026-AT	182.706604	99.9	2.268	1461.419264	93.6	12.5093	15.1165	54.4502	17.9239	98.0131	27.6259	25.863	0.512285	0.21792	4.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	171004_NB551051_0029_AHJMFCBGX3	PROJECT_QUINOA_0042_nn_P_PE_282_WT	PROJECT_QUINOA
INS-E-028-AT	157.341599	99.9	3.703	1257.829648	92.4	10.5613	33.2495	37.2584	18.9308	99.3111	43.8108	40.4832	0.663153	0.164777	24.6	XYZ	QUINOA	Tumour	empty	9999	9999	171004_NB551051_0029_AHJMFCBGX3	PROJECT_QUINOA_0043_nn_P_PE_274_WT	PROJECT_QUINOA
RED_351	126.580192	99.9	4.274	1012.045008	89.2	26.5795	38.7925	14.3571	20.2709	99.4339	65.3721	58.3241	0.651053	0.528717	30.5	XYZ	PEBBLE	Tumour	Fresh	9999	9999	170908_NB551056_0025_AHJLHKBGX3	PROJECT_PEBBLE_0033_Bn_P_PE_295_WT	PROJECT_PEBBLE
INS-E-007-AT	168.181661	99.9	2.037	1345.127632	95.4	11.1984	18.9317	53.7905	16.0794	98.862	30.1301	28.7721	0.603032	0.147065	5.6	XYZ	QUINOA	Tumour	FFPE	9999	9999	170908_NB551056_0025_AHJLHKBGX3	PROJECT_QUINOA_0055_nn_P_PE_286_WT	PROJECT_QUINOA
INS-E-032-C2T	154.966523	99.9	4.12	1239.62456	96.8	42.4215	29.0988	12.1978	16.2819	99.5642	71.5203	69.2924	0.461883	0.371993	3.2	XYZ	QUINOA	Tumour	Fresh	9999	9999	170908_NB551056_0025_AHJLHKBGX3	PROJECT_QUINOA_0047_nn_M_PE_298_WT	PROJECT_QUINOA
PROJECT_SQUID-01-0044-TS	264.583662	99.7	67.52	2111.029344	80	0.1155	68.6499	4.7883	26.4464	96.1342	68.7653	55.0655	1.219973	0.412607	91.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	170908_NB551056_0025_AHJLHKBGX3	PROJECT_SQUID_010044_Br_P_PE_391_WT	PROJECT_SQUID
P3_2_rep3	209.789026	99.9	4.222	1677.906096	94.9	38.2747	30.9366	16.9628	13.8258	99.4727	69.2113	65.7189	0.446077	0.473738	9.1	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551056_0025_AHJLHKBGX3	PROJECT_LIEUTENANT_0014_Le_C_PE_320_WT	PROJECT_LIEUTENANT
P2_1_rep3	212.954193	99.9	4.626	1703.354512	94.8	41.8857	30.6791	14.4897	12.9454	99.5601	72.5648	68.8098	0.457913	0.478688	9	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551051_0028_AHJMJVBGX3	PROJECT_LIEUTENANT_0010_Le_C_PE_336_WT	PROJECT_LIEUTENANT
P2_2_rep3	212.76333	99.9	4.844	1701.834352	91.3	42.0859	30.3246	14.0943	13.4952	99.5461	72.4105	66.1364	0.447824	0.456243	7.9	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551051_0028_AHJMJVBGX3	PROJECT_LIEUTENANT_0011_Le_C_PE_336_WT	PROJECT_LIEUTENANT
P2_3_rep3	184.420136	99.9	5.05	1474.869056	93.2	38.2975	35.5131	12.8192	13.3702	99.5745	73.8106	68.8118	0.459	0.459545	16.5	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551051_0028_AHJMJVBGX3	PROJECT_LIEUTENANT_0012_Le_C_PE_329_WT	PROJECT_LIEUTENANT
P3_1_rep3	193.543877	99.9	3.898	1548.203376	95.9	40.0661	27.6994	18.4887	13.7458	99.4563	67.7655	64.9969	0.454142	0.457799	4.4	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551051_0028_AHJMJVBGX3	PROJECT_LIEUTENANT_0013_Le_C_PE_314_WT	PROJECT_LIEUTENANT
P3_3_rep3	203.088544	99.9	3.961	1624.22088	92.5	34.3672	32.1241	19.8013	13.7074	99.4163	66.4913	61.5616	0.446671	0.465712	13	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170908_NB551051_0028_AHJMJVBGX3	PROJECT_LIEUTENANT_0015_Le_C_PE_324_WT	PROJECT_LIEUTENANT
INS-E-021-ST	172.012371	99.9	3.869	1375.772912	96.7	37.5852	28.5391	17.5389	16.3367	99.5751	66.1244	63.9842	0.425277	0.520746	6.8	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551056_0024_AHKCWFBGX3	PROJECT_QUINOA_0037_nn_M_PE_321_WT	PROJECT_QUINOA
INS-E-022-C2T	146.178174	99.9	4.023	1168.95352	95.6	32.8859	30.6894	15.7316	20.6931	99.4267	63.5753	60.8302	0.43052	0.567475	11.7	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551056_0024_AHKCWFBGX3	PROJECT_QUINOA_0048_nn_M_PE_307_WT	PROJECT_QUINOA
INS-E-022-ST	156.38833	99.9	2.832	1250.693456	95.5	28.0652	26.8263	25.4302	19.6782	98.9539	54.8916	52.4671	0.455597	0.54995	12.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551056_0024_AHKCWFBGX3	PROJECT_QUINOA_0048_nn_M_PE_299_WT	PROJECT_QUINOA
INS-E-023-ST	162.878062	99.9	3.527	1302.914256	96.5	37.2129	25.9536	17.4518	19.3816	99.4037	63.1666	60.9589	0.445714	0.471203	3.7	XYZ	QUINOA	Tumour	empty	9999	9999	170906_NB551056_0024_AHKCWFBGX3	PROJECT_QUINOA_0041_nn_M_PE_305_WT	PROJECT_QUINOA
INS-E-024-ST	145.369612	99.9	3.085	1162.74144	95.9	33.6087	27.5023	21.3964	17.4925	99.3334	61.1111	58.666	0.452618	0.481493	8.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551056_0024_AHKCWFBGX3	PROJECT_QUINOA_0038_nn_M_PE_292_WT	PROJECT_QUINOA
INS-A-007-C2T	179.797606	99.9	3.918	1438.305264	96.8	40.0335	26.9822	15.0193	17.9649	99.44	67.0157	64.8851	0.440447	0.562544	2.2	XYZ	QUINOA	Tumour	FFPE	9999	9999	170906_NB551051_0027_AH5YF2BGX3	PROJECT_QUINOA_0019_Oc_M_PE_301_WT	PROJECT_QUINOA
INS-D-007-C2T	165.708685	99.9	2.487	1325.50088	96.7	26.615	21.8256	31.5613	19.9981	99.2731	48.4405	46.883	0.443268	0.450542	4.3	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551051_0027_AH5YF2BGX3	PROJECT_QUINOA_0026_Sk_M_PE_303_WT	PROJECT_QUINOA
INS-D-009-C2T	188.572792	99.9	3.944	1508.411648	96.3	35.5979	25.4455	17.0837	21.8728	99.4991	61.0435	58.8346	0.433966	0.554609	4.7	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551051_0027_AH5YF2BGX3	PROJECT_QUINOA_0040_Sk_M_PE_311_WT	PROJECT_QUINOA
INS-D-009-ST	190.454228	99.9	3.252	1523.332688	96.3	30.0054	26.3223	24.4677	19.2045	99.3567	56.3278	54.2986	0.426434	0.513558	6.8	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551051_0027_AH5YF2BGX3	PROJECT_QUINOA_0040_nn_M_PE_336_WT	PROJECT_QUINOA
INS-E-013-C3T	160.315781	99.9	3.201	1282.297856	96.2	26.3949	23.0676	34.179	16.3585	99.1215	49.4625	47.6222	0.441281	0.502708	7.9	XYZ	QUINOA	Tumour	Fresh	9999	9999	170906_NB551051_0027_AH5YF2BGX3	PROJECT_QUINOA_0007_nn_M_PE_299_WT	PROJECT_QUINOA
MET-B-009-AT	213.87394	99.9	4.855	1710.729408	93.4	5.3382	14.5444	64.1205	15.997	97.3699	19.8826	18.5724	0.671175	0.091427	5.1	XYZ	ENDORPHINS	Tumour	FFPE	9999	9999	170823_NB551056_0023_AH72KMBGX3	PROJECT_ENDORPHINS_0003_Br_P_PE_289_WT	PROJECT_ENDORPHINS
PROJECT_SQUID-01-0113-TS	162.812668	99.9	16.927	1301.23312	85.3	2.7934	39.5819	39.1398	18.4849	97.3782	42.3753	36.1661	0.942828	0.189446	34.3	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170823_NB551056_0023_AH72KMBGX3	PROJECT_SQUID_010113_Co_P_PE_319_WT	PROJECT_SQUID
PROJECT_SQUID-01-0138-TS	190.362733	99.9	2.57	1522.626976	93.5	7.1421	14.6346	59.8061	18.4173	97.3193	21.7767	20.3818	0.623878	0.094167	6.2	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170823_NB551056_0023_AH72KMBGX3	PROJECT_SQUID_010138_Ov_P_PE_323_WT	PROJECT_SQUID
PROJECT_SQUID-01-0140-TS	200.323408	99.9	3.603	1602.233824	92.3	8.4911	14.8337	61.9412	14.734	98.1326	23.3248	21.5495	0.538797	0.224148	7.2	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170823_NB551056_0023_AH72KMBGX3	PROJECT_SQUID_010140_Ov_P_PE_307_WT	PROJECT_SQUID
PROJECT_SQUID-01-0172-TS	183.054498	99.9	2.19	1464.19232	92.5	10.3461	15.3381	56.6741	17.6417	98.4156	25.6842	23.781	0.546038	0.139155	5.9	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170823_NB551056_0023_AH72KMBGX3	PROJECT_SQUID_010172_Ut_P_PE_314_WT	PROJECT_SQUID
MET-O-001-AT	187.713818	99.9	2.307	1500.962704	87.8	8.2432	19.1597	51.4124	21.1847	97.738	27.403	24.0841	0.541615	0.1818	18	XYZ	ENDORPHINS	Tumour	FFPE	9999	9999	170823_NB551051_0026_AH737YBGX3	PROJECT_ENDORPHINS_0002_Ov_P_PE_294_WT	PROJECT_ENDORPHINS
PROJECT_SQUID-01-0005-TS	207.645793	99.9	2.95	1660.22616	90.7	12.4083	23.5336	46.7348	17.3233	98.8906	35.942	32.6084	0.494319	0.221696	14.3	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170823_NB551051_0026_AH737YBGX3	PROJECT_SQUID_010005_Ki_P_PE_317_WT	PROJECT_SQUID
PROJECT_SQUID-01-0011-TS	171.052941	99.8	166.375	1366.055504	87.5	0.285	72.795	11.7155	15.2045	95.4076	73.08	63.9888	1.585617	3.985185	68.2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	170823_NB551051_0026_AH737YBGX3	PROJECT_SQUID_010011_Co_M_PE_337_WT	PROJECT_SQUID
PROJECT_SQUID-01-0037-TS	168.974054	99.9	3.746	1351.403632	92.7	7.6735	19.806	54.7807	17.7398	97.1614	27.4795	25.4736	0.599857	0.183195	10.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	170823_NB551051_0026_AH737YBGX3	PROJECT_SQUID_010037_Ln_M_PE_299_WT	PROJECT_SQUID
PROJECT_SQUID-01-0041-TS	163.06246	99.9	20.385	1303.257504	88.4	5.7352	40.1996	35.4404	18.6248	98.8629	45.9348	40.6321	0.807199	0.115468	31.6	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	170823_NB551051_0026_AH737YBGX3	PROJECT_SQUID_010041_Ki_P_PE_287_WT	PROJECT_SQUID
PROJECT_SQUID-01-0211-TS	181.585898	99.9	2.383	1452.266272	95.6	10.2025	18.374	55.1891	16.2344	98.6427	28.5765	27.3215	0.569266	0.161864	8.8	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170822_NB551056_0022_AH7CLNBGX3	PROJECT_SQUID_010211_Om_M_PE_300_WT	PROJECT_SQUID
PROJECT_SQUID-01-0220-TS	195.184284	99.9	2.663	1561.066192	94.5	11.1628	17.4055	54.6188	16.8129	97.9476	28.5682	27.0207	0.494095	0.233994	8.7	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170822_NB551056_0022_AH7CLNBGX3	PROJECT_SQUID_010220_Ov_P_PE_299_WT	PROJECT_SQUID
PROJECT_SQUID-01-0250-TS	176.878908	99.9	3.73	1414.560872	92.2	12.3275	20.4241	50.2216	17.0268	98.1531	32.7516	30.2111	0.479937	0.313943	12.7	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170822_NB551056_0022_AH7CLNBGX3	PROJECT_SQUID_010250_Fa_M_PE_294_WT	PROJECT_SQUID
PROJECT_SQUID-01-0254-TS	205.820833	99.9	2.361	1646.203328	93.9	12.8416	18.1457	50.9318	18.0809	98.5978	30.9873	29.1018	0.488347	0.258149	6.1	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170822_NB551056_0022_AH7CLNBGX3	PROJECT_SQUID_010254_Pr_P_PE_318_WT	PROJECT_SQUID
PROJECT_SQUID-01-0270-TS	178.704231	99.8	11.619	1427.959472	85	10.0714	35.8019	31.5466	22.5802	97.8811	45.8733	39.0237	0.671649	0.744842	34.2	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	170822_NB551056_0022_AH7CLNBGX3	PROJECT_SQUID_010270_Ln_M_PE_273_WT	PROJECT_SQUID
PROJECT_SQUID-01-0077-TS	150.599849	99.9	2.151	1204.563456	95.6	13.9022	16.9885	51.6369	17.4724	98.3087	30.8907	29.534	0.559487	0.201659	4.7	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	170822_NB551051_0025_AH73YVBGX3	PROJECT_SQUID_010077_Ce_P_PE_282_WT	PROJECT_SQUID
